analysis_date,article_count,total_estimated_value,avg_estimated_value,median_estimated_value,rolling_3_month_avg,rolling_6_month_avg,rolling_12_month_avg
2026-03-31,10,10315.62,1031.5620000000001,1041.3400000000001,10315.62,10315.62,10315.62
