record_id,title,primary_category,document_type,source_name,published_date,published_year,rating_score,popularity,content_length,title_length,engagement_score,estimated_value
619,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,unknown,,,0.49,49.0,49,49,7.84,392.0
715,Untitled record,word_run,word_run,unknown,,,0.49,49.0,49,15,7.84,392.0
875,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,unknown,,,0.49,49.0,49,49,7.84,392.0
971,Untitled record,word_run,word_run,unknown,,,0.49,49.0,49,15,7.84,392.0
1131,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,unknown,,,0.49,49.0,49,49,7.84,392.0
1227,Untitled record,word_run,word_run,unknown,,,0.49,49.0,49,15,7.84,392.0
1387,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,unknown,,,0.49,49.0,49,49,7.84,392.0
425,A Girl in the River: The Price of Forgiveness,scraped_json_api,scraped_json_api,unknown,,,0.47,47.0,47,47,7.52,360.96
681,A Girl in the River: The Price of Forgiveness,scraped_json_api,scraped_json_api,unknown,,,0.47,47.0,47,47,7.52,360.96
937,A Girl in the River: The Price of Forgiveness,scraped_json_api,scraped_json_api,unknown,,,0.47,47.0,47,47,7.52,360.96
1193,A Girl in the River: The Price of Forgiveness,scraped_json_api,scraped_json_api,unknown,,,0.47,47.0,47,47,7.52,360.96
1449,A Girl in the River: The Price of Forgiveness,scraped_json_api,scraped_json_api,unknown,,,0.47,47.0,47,47,7.52,360.96
121,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
161,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
202,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
458,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
714,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
970,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
1226,Untitled record,word_run,word_run,unknown,,,0.43,43.0,43,15,6.88,302.72
393,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,unknown,,,0.41,41.0,41,41,6.56,275.52
649,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,unknown,,,0.41,41.0,41,41,6.56,275.52
905,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,unknown,,,0.41,41.0,41,41,6.56,275.52
1161,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,unknown,,,0.41,41.0,41,41,6.56,275.52
1417,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,unknown,,,0.41,41.0,41,41,6.56,275.52
189,"Student Asked His Tech Savvy Friend To Permanently Disable A School Chromebook Before Teachers Could Inspect It, So The Friend Used The Opportunity To Settle An Old Score And Fried The Laptop Completely",json,json,twistedsifter.com,,,0.36,36.0,36,202,5.76,213.12
409,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,unknown,,,0.32,32.0,32,32,5.12,168.96
665,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,unknown,,,0.32,32.0,32,32,5.12,168.96
921,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,unknown,,,0.32,32.0,32,32,5.12,168.96
1177,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,unknown,,,0.32,32.0,32,32,5.12,168.96
1433,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,unknown,,,0.32,32.0,32,32,5.12,168.96
359,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,,,0.31,31.0,31,31,4.96,158.72
615,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,,,0.31,31.0,31,31,4.96,158.72
871,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,,,0.31,31.0,31,31,4.96,158.72
1127,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,,,0.31,31.0,31,31,4.96,158.72
1383,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,,,0.31,31.0,31,31,4.96,158.72
398,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
404,The Theory of Everything,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
654,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
660,The Theory of Everything,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
910,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
916,The Theory of Everything,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
1166,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
1172,The Theory of Everything,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
1422,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
1428,The Theory of Everything,scraped_json_api,scraped_json_api,unknown,,,0.24,24.0,24,24,3.84,96.0
376,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
382,Searching for Sugar Man,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
632,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
638,Searching for Sugar Man,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
888,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
894,Searching for Sugar Man,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
1144,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
1150,Searching for Sugar Man,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
1400,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
1406,Searching for Sugar Man,scraped_json_api,scraped_json_api,unknown,,,0.23,23.0,23,23,3.68,88.32
396,20 Feet from Stardom,scraped_json_api,scraped_json_api,unknown,,,0.2,20.0,20,20,3.2,67.2
652,20 Feet from Stardom,scraped_json_api,scraped_json_api,unknown,,,0.2,20.0,20,20,3.2,67.2
908,20 Feet from Stardom,scraped_json_api,scraped_json_api,unknown,,,0.2,20.0,20,20,3.2,67.2
1164,20 Feet from Stardom,scraped_json_api,scraped_json_api,unknown,,,0.2,20.0,20,20,3.2,67.2
1420,20 Feet from Stardom,scraped_json_api,scraped_json_api,unknown,,,0.2,20.0,20,20,3.2,67.2
347,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
414,Mad Max: Fury Road,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
421,The Hateful Eight,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
603,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
670,Mad Max: Fury Road,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
677,The Hateful Eight,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
859,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
926,Mad Max: Fury Road,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
933,The Hateful Eight,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
1115,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
1182,Mad Max: Fury Road,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
1189,The Hateful Eight,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
1371,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
1438,Mad Max: Fury Road,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
1445,The Hateful Eight,scraped_json_api,scraped_json_api,unknown,,,0.19,19.0,19,19,3.04,60.8
344,The Social Network,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
387,Dallas Buyers Club,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
400,The Imitation Game,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
600,The Social Network,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
643,Dallas Buyers Club,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
656,The Imitation Game,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
856,The Social Network,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
899,Dallas Buyers Club,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
912,The Imitation Game,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
1112,The Social Network,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
1155,Dallas Buyers Club,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
1168,The Imitation Game,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
1368,The Social Network,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
1411,Dallas Buyers Club,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
1424,The Imitation Game,scraped_json_api,scraped_json_api,unknown,,,0.18,18.0,18,18,2.88,54.72
342,The King's Speech,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
349,In a Better World,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
353,Strangers No More,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
360,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
598,The King's Speech,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
605,In a Better World,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
609,Strangers No More,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
616,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
854,The King's Speech,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
861,In a Better World,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
865,Strangers No More,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
872,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1110,The King's Speech,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1117,In a Better World,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1121,Strangers No More,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1128,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1366,The King's Speech,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1373,In a Better World,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1377,Strangers No More,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
1384,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,,,0.17,17.0,17,17,2.72,48.96
374,Django Unchained,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
377,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
385,12 Years a Slave,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
389,The Great Gatsby,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
395,The Great Beauty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
630,Django Unchained,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
633,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
641,12 Years a Slave,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
645,The Great Gatsby,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
651,The Great Beauty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
886,Django Unchained,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
889,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
897,12 Years a Slave,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
901,The Great Gatsby,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
907,The Great Beauty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1142,Django Unchained,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1145,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1153,12 Years a Slave,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1157,The Great Gatsby,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1163,The Great Beauty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1398,Django Unchained,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1401,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1409,12 Years a Slave,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1413,The Great Gatsby,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
1419,The Great Beauty,scraped_json_api,scraped_json_api,unknown,,,0.16,16.0,16,16,2.56,43.52
62,Untitled record,excel_summary,excel_summary,unknown,,,0.15,15.0,15,15,2.4,38.4
94,Untitled record,excel_summary,excel_summary,unknown,,,0.15,15.0,15,15,2.4,38.4
134,Untitled record,excel_summary,excel_summary,unknown,,,0.15,15.0,15,15,2.4,38.4
174,Untitled record,excel_summary,excel_summary,unknown,,,0.15,15.0,15,15,2.4,38.4
215,Untitled record,excel_summary,excel_summary,unknown,,,0.15,15.0,15,15,2.4,38.4
217,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
218,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
219,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
220,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
221,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
222,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
223,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
224,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
225,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
226,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
227,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
228,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
229,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
230,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
231,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
232,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
233,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
234,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
235,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
236,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
237,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
238,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
239,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
240,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
241,Untitled record,scraped_html,scraped_html,unknown,,,0.15,15.0,15,15,2.4,38.4
242,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
243,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
244,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
245,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
246,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
247,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
248,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
249,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
250,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
251,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
252,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
253,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
254,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
255,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
256,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
257,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
258,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
259,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
260,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
261,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
262,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
263,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
264,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
265,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
266,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
267,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
268,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
269,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
270,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
271,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
272,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
273,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
274,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
275,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
276,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
277,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
278,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
279,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
280,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
281,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
282,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
283,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
284,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
285,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
286,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
287,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
288,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
289,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
290,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
291,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
292,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
293,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
294,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
295,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
296,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
297,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
298,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
299,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
300,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
301,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
302,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
303,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
304,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
305,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
306,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
307,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
308,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
309,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
310,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
311,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
312,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
313,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
314,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
315,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
316,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
317,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
318,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
319,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
320,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
321,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
322,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
323,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
324,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
325,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
326,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
327,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
328,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
329,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
330,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
331,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
332,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
333,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
334,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
335,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
336,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,,,0.15,15.0,15,15,2.4,38.4
