record_id,primary_category,analysis_year,document_type_mysql,metric,value
518,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
519,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
520,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
521,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
522,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
523,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
524,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
525,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
526,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
527,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
528,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
529,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
530,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
531,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
532,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
533,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
534,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
535,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
536,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
537,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
538,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
539,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
540,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
541,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
542,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
543,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
544,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
545,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
546,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
547,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
548,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
549,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
550,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
551,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
552,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
553,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
554,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
555,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
556,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
557,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
558,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
559,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
560,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
561,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
562,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
563,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
564,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
565,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
566,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
567,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
568,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
569,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
570,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
571,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
572,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
573,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
574,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
575,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
576,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
577,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
578,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
579,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
580,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
581,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
582,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
583,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
584,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
585,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
586,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
587,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
588,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
589,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
590,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
591,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
592,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
593,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
594,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
595,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
596,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
597,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
614,scraped_json_api,,scraped_json_api,engagement_score,2.4
657,scraped_json_api,,scraped_json_api,engagement_score,2.4
671,scraped_json_api,,scraped_json_api,engagement_score,2.4
672,scraped_json_api,,scraped_json_api,engagement_score,2.4
673,scraped_json_api,,scraped_json_api,engagement_score,2.4
674,scraped_json_api,,scraped_json_api,engagement_score,2.4
727,excel_summary,,excel_summary,engagement_score,2.4
729,scraped_html,,scraped_html,engagement_score,2.4
730,scraped_html,,scraped_html,engagement_score,2.4
731,scraped_html,,scraped_html,engagement_score,2.4
732,scraped_html,,scraped_html,engagement_score,2.4
733,scraped_html,,scraped_html,engagement_score,2.4
734,scraped_html,,scraped_html,engagement_score,2.4
735,scraped_html,,scraped_html,engagement_score,2.4
736,scraped_html,,scraped_html,engagement_score,2.4
737,scraped_html,,scraped_html,engagement_score,2.4
738,scraped_html,,scraped_html,engagement_score,2.4
739,scraped_html,,scraped_html,engagement_score,2.4
740,scraped_html,,scraped_html,engagement_score,2.4
741,scraped_html,,scraped_html,engagement_score,2.4
742,scraped_html,,scraped_html,engagement_score,2.4
743,scraped_html,,scraped_html,engagement_score,2.4
744,scraped_html,,scraped_html,engagement_score,2.4
745,scraped_html,,scraped_html,engagement_score,2.4
746,scraped_html,,scraped_html,engagement_score,2.4
747,scraped_html,,scraped_html,engagement_score,2.4
748,scraped_html,,scraped_html,engagement_score,2.4
749,scraped_html,,scraped_html,engagement_score,2.4
750,scraped_html,,scraped_html,engagement_score,2.4
751,scraped_html,,scraped_html,engagement_score,2.4
752,scraped_html,,scraped_html,engagement_score,2.4
753,scraped_html,,scraped_html,engagement_score,2.4
754,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
755,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
756,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
757,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
758,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
759,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
760,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
761,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
762,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
763,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
764,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
765,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
766,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
767,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
768,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
769,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
770,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
771,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
772,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
773,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
774,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
775,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
776,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
777,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
778,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
779,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
780,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
781,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
782,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
783,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
784,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
785,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
786,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
787,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
788,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
789,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
790,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
791,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
792,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
793,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
794,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
795,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
796,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
797,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
798,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
799,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
800,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
801,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
802,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
803,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
804,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
805,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
806,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
807,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
808,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
809,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
810,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
811,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
812,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
813,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
814,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
815,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
816,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
817,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
818,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
819,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
820,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
821,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
822,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
823,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
824,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
825,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
826,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
827,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
828,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
829,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
830,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
831,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
832,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
833,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
834,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
835,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
836,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
837,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
838,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
839,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
840,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
841,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
842,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
843,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
844,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
845,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
846,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
847,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
848,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
849,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
850,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
851,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
852,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
853,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
870,scraped_json_api,,scraped_json_api,engagement_score,2.4
913,scraped_json_api,,scraped_json_api,engagement_score,2.4
927,scraped_json_api,,scraped_json_api,engagement_score,2.4
928,scraped_json_api,,scraped_json_api,engagement_score,2.4
929,scraped_json_api,,scraped_json_api,engagement_score,2.4
930,scraped_json_api,,scraped_json_api,engagement_score,2.4
983,excel_summary,,excel_summary,engagement_score,2.4
985,scraped_html,,scraped_html,engagement_score,2.4
986,scraped_html,,scraped_html,engagement_score,2.4
987,scraped_html,,scraped_html,engagement_score,2.4
988,scraped_html,,scraped_html,engagement_score,2.4
989,scraped_html,,scraped_html,engagement_score,2.4
990,scraped_html,,scraped_html,engagement_score,2.4
991,scraped_html,,scraped_html,engagement_score,2.4
992,scraped_html,,scraped_html,engagement_score,2.4
993,scraped_html,,scraped_html,engagement_score,2.4
994,scraped_html,,scraped_html,engagement_score,2.4
995,scraped_html,,scraped_html,engagement_score,2.4
996,scraped_html,,scraped_html,engagement_score,2.4
997,scraped_html,,scraped_html,engagement_score,2.4
998,scraped_html,,scraped_html,engagement_score,2.4
999,scraped_html,,scraped_html,engagement_score,2.4
1000,scraped_html,,scraped_html,engagement_score,2.4
1001,scraped_html,,scraped_html,engagement_score,2.4
1002,scraped_html,,scraped_html,engagement_score,2.4
1003,scraped_html,,scraped_html,engagement_score,2.4
1004,scraped_html,,scraped_html,engagement_score,2.4
1005,scraped_html,,scraped_html,engagement_score,2.4
1006,scraped_html,,scraped_html,engagement_score,2.4
1007,scraped_html,,scraped_html,engagement_score,2.4
1008,scraped_html,,scraped_html,engagement_score,2.4
1009,scraped_html,,scraped_html,engagement_score,2.4
1010,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1011,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1012,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1013,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1014,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1015,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1016,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1017,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1018,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1019,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1020,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1021,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1022,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1023,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1024,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1025,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1026,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1027,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1028,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1029,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1030,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1031,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1032,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1033,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1034,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1035,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1036,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1037,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1038,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1039,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1040,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1041,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1042,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1043,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1044,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1045,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1046,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1047,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1048,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1049,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1050,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1051,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1052,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1053,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1054,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1055,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1056,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1057,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1058,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1059,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1060,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1061,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1062,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1063,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1064,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1065,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1066,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1067,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1068,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1069,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1070,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1071,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1072,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1073,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1074,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1075,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1076,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1077,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1078,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1079,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1080,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1081,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1082,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1083,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1084,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1085,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1086,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1087,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1088,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1089,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1090,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1091,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1092,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1093,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1094,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1095,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1096,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1097,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1098,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1099,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1100,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1101,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1102,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1103,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1104,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1105,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1106,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1107,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1108,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1109,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1126,scraped_json_api,,scraped_json_api,engagement_score,2.4
1169,scraped_json_api,,scraped_json_api,engagement_score,2.4
1183,scraped_json_api,,scraped_json_api,engagement_score,2.4
1184,scraped_json_api,,scraped_json_api,engagement_score,2.4
1185,scraped_json_api,,scraped_json_api,engagement_score,2.4
1186,scraped_json_api,,scraped_json_api,engagement_score,2.4
1239,excel_summary,,excel_summary,engagement_score,2.4
1241,scraped_html,,scraped_html,engagement_score,2.4
1242,scraped_html,,scraped_html,engagement_score,2.4
1243,scraped_html,,scraped_html,engagement_score,2.4
1244,scraped_html,,scraped_html,engagement_score,2.4
1245,scraped_html,,scraped_html,engagement_score,2.4
1246,scraped_html,,scraped_html,engagement_score,2.4
1247,scraped_html,,scraped_html,engagement_score,2.4
1248,scraped_html,,scraped_html,engagement_score,2.4
1249,scraped_html,,scraped_html,engagement_score,2.4
1250,scraped_html,,scraped_html,engagement_score,2.4
1251,scraped_html,,scraped_html,engagement_score,2.4
1252,scraped_html,,scraped_html,engagement_score,2.4
1253,scraped_html,,scraped_html,engagement_score,2.4
1254,scraped_html,,scraped_html,engagement_score,2.4
1255,scraped_html,,scraped_html,engagement_score,2.4
1256,scraped_html,,scraped_html,engagement_score,2.4
1257,scraped_html,,scraped_html,engagement_score,2.4
1258,scraped_html,,scraped_html,engagement_score,2.4
1259,scraped_html,,scraped_html,engagement_score,2.4
1260,scraped_html,,scraped_html,engagement_score,2.4
1261,scraped_html,,scraped_html,engagement_score,2.4
1262,scraped_html,,scraped_html,engagement_score,2.4
1263,scraped_html,,scraped_html,engagement_score,2.4
1264,scraped_html,,scraped_html,engagement_score,2.4
1265,scraped_html,,scraped_html,engagement_score,2.4
1266,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1267,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1268,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1269,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1270,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1271,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1272,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1273,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1274,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1275,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1276,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1277,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1278,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1279,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1280,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1281,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1282,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1283,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1284,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1285,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1286,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1287,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1288,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1289,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1290,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1291,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1292,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1293,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1294,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1295,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1296,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1297,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1298,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1299,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1300,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1301,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1302,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1303,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1304,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1305,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1306,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1307,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1308,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1309,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1310,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1311,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1312,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1313,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1314,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1315,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1316,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1317,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1318,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1319,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1320,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1321,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1322,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1323,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1324,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1325,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1326,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
1327,scraped_html_paginated,,scraped_html_paginated,engagement_score,2.4
