rows,columns,cells,column_names
1455,60,87300,"['record_id', 'source_name', 'author', 'title', 'description', 'url', 'publishedAt', 'source_path', 'fetched_at', 'version', 'document_type', 'file_name', 'page_number', 'extraction_timestamp', 'extraction_library', 'text', 'tables', 'id', 'category', 'published_date', 'mentions', 'sentiment_score', 'sheet_name', 'Metric', 'Total Articles', 'Total Mentions', 'Average Mentions', 'Average Sentiment', 'Highest Mentions', 'Politics Articles', 'Business Articles', 'paragraph_number', 'run_number', 'bold', 'italic', 'underline', 'preview_text', 'name', 'year', 'wins', 'losses', 'nominations', 'awards', 'best_picture', 'raw_text', 'processed_text', 'content_text', 'language', 'published_year', 'content_length', 'title_length', 'rating_score', 'overview', 'genres', 'popularity', 'release_date', 'release_year', 'original_language', 'vote_average', 'vote_count']"
