record_id,title,document_type,category,rating_score,mentions,popularity,language,published_year
320,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
321,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
322,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
323,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
324,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
325,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
326,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
327,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
328,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
329,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
330,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
331,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
332,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
333,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
334,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
335,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
336,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
337,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
338,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
339,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
340,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
341,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
342,The King's Speech,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
343,Inception,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
344,The Social Network,scraped_json_api,scraped_json_api,0.18,,18.0,unknown,
345,The Fighter,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
346,Toy Story 3,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
347,Alice in Wonderland,scraped_json_api,scraped_json_api,0.19,,19.0,unknown,
348,Black Swan,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
349,In a Better World,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
350,The Lost Thing,scraped_json_api,scraped_json_api,0.14,,14.0,unknown,
351,God of Love,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
352,The Wolfman,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
353,Strangers No More,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
354,Inside Job,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
355,The Artist,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
356,Hugo,scraped_json_api,scraped_json_api,0.04,,4.0,unknown,
357,The Iron Lady,scraped_json_api,scraped_json_api,0.13,,13.0,unknown,
358,The Descendants,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
359,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,0.31,,31.0,unknown,
360,Midnight in Paris,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
361,The Help,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
362,A Separation,scraped_json_api,scraped_json_api,0.12,,12.0,unknown,
363,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,0.49,,49.0,unknown,
364,The Shore,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
365,Undefeated,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
366,The Muppets,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
367,Saving Face,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
368,Beginners,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
369,Rango,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
370,Argo,scraped_json_api,scraped_json_api,0.04,,4.0,unknown,
371,Life of Pi,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
372,Les Misérables,scraped_json_api,scraped_json_api,0.14,,14.0,unknown,
373,Lincoln,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
374,Django Unchained,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
375,Skyfall,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
376,Silver Linings Playbook,scraped_json_api,scraped_json_api,0.2299999999999999,,23.0,unknown,
377,Zero Dark Thirty,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
378,Amour,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
379,Anna Karenina,scraped_json_api,scraped_json_api,0.13,,13.0,unknown,
380,Paperman,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
381,Brave,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
382,Searching for Sugar Man,scraped_json_api,scraped_json_api,0.2299999999999999,,23.0,unknown,
383,Inocente,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
384,Curfew,scraped_json_api,scraped_json_api,0.06,,6.0,unknown,
385,12 Years a Slave,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
386,Gravity,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
387,Dallas Buyers Club,scraped_json_api,scraped_json_api,0.18,,18.0,unknown,
388,Frozen,scraped_json_api,scraped_json_api,0.06,,6.0,unknown,
389,The Great Gatsby,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
390,Her,scraped_json_api,scraped_json_api,0.03,,3.0,unknown,
391,Blue Jasmine,scraped_json_api,scraped_json_api,0.12,,12.0,unknown,
392,Mr Hublot,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
393,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,0.41,,41.0,unknown,
394,Helium,scraped_json_api,scraped_json_api,0.06,,6.0,unknown,
395,The Great Beauty,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
396,20 Feet from Stardom,scraped_json_api,scraped_json_api,0.2,,20.0,unknown,
397,Birdman,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
398,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,0.24,,24.0,unknown,
399,Whiplash,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
400,The Imitation Game,scraped_json_api,scraped_json_api,0.18,,18.0,unknown,
401,American Sniper,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
402,Boyhood,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
403,Interstellar,scraped_json_api,scraped_json_api,0.12,,12.0,unknown,
404,The Theory of Everything,scraped_json_api,scraped_json_api,0.24,,24.0,unknown,
405,Ida,scraped_json_api,scraped_json_api,0.03,,3.0,unknown,
406,Selma,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
407,Citizenfour,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
408,Big Hero 6,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
409,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,0.32,,32.0,unknown,
410,The Phone Call,scraped_json_api,scraped_json_api,0.14,,14.0,unknown,
411,Still Alice,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
412,Feast,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
413,Spotlight  ,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
414,Mad Max: Fury Road ,scraped_json_api,scraped_json_api,0.19,,19.0,unknown,
415,The Revenant   ,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
416,Bridge of Spies,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
417,The Big Short  ,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
418,The Danish Girl,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
419,Room   ,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
420,Ex Machina ,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
421,The Hateful Eight  ,scraped_json_api,scraped_json_api,0.19,,19.0,unknown,
422,Inside Out ,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
423,Amy,scraped_json_api,scraped_json_api,0.03,,3.0,unknown,
424,Bear Story ,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
425,A Girl in the River: The Price of Forgiveness  ,scraped_json_api,scraped_json_api,0.47,,47.0,unknown,
426,Son of Saul,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
427,Spectre,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
428,Stutterer  ,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
429,Untitled record,ocr_image,ocr_image,8.43,,843.0,unknown,
430,Untitled record,ocr_pdf,ocr_pdf,10.0,,1024.0,unknown,
431,Untitled record,ocr_pdf,ocr_pdf,8.81,,881.0,unknown,
432,Oklahoma Considers Using Aerial Photography to Assess Property Taxes Without Inspections,json,json,1.84,,184.0,unknown,
433,SoftServe Launches New Brand Identity: ‘Technology Elevated’,json,json,2.6,,260.0,unknown,
434,Billions Lost to Server Outages in 2025: Cloud Failures Cost Global Economy Hundreds of Billions,json,json,2.6,,260.0,unknown,
435,Ray Dalio says we're in a world war — and it's only just beginning,json,json,1.42,,142.0,unknown,
436,Amazon Deals of the Day: Put a Samsung Galaxy Watch 8 on Your Wrist for $60 Off,json,json,1.24,,124.0,unknown,
437,SoftServe Launches New Brand Identity: ‘Technology Elevated’,json,json,0.67,,67.0,unknown,
438,F-35 Got Hit,json,json,2.6,,260.0,unknown,
439,IBFD and Vrije Universiteit Amsterdam Announce Launch of an Online Tax & Technology Certificate Programme,json,json,2.6,,260.0,unknown,
440,"ANSR Announces Launch of ANSR MedTech, a Global Capability Center for High-Growth MedTech Leader",json,json,2.6,,260.0,unknown,
441,JFE Engineering Corp invests ₹128 cr in 2 projects of Antony Waste Handling Cell in AP,json,json,1.7100000000000002,,171.0,unknown,
442,GILDA Blu-ray Review: The Atypical Noir Gets a Fresh Restoration,json,json,2.6,,260.0,unknown,
443,India no longer interested in hosting COP33 climate event in 2028,json,json,1.35,,135.0,unknown,
444,New Yorkers Like What They See From Mamdani So Far,json,json,1.57,,157.0,unknown,
445,Readers Write: Chatbots Are Repeating a Familiar Healthcare Mistake,json,json,0.76,,76.0,unknown,
446,Apple's Three-Year Plan to 'Reinvent' the iPhone is Underway,json,json,2.6,,260.0,unknown,
447,Untitled record,pdf,pdf,10.0,,1019.0,unknown,
448,Untitled record,pdf,pdf,2.83,,283.0,unknown,
449,Untitled record,pdf_two_column,pdf_two_column,10.0,,2124.0,unknown,
450,Untitled record,pdf_two_column,pdf_two_column,3.6,,360.0,unknown,
451,Untitled record,word,word,10.0,,1080.0,unknown,
452,Untitled record,word_two_column,word_two_column,10.0,,1877.0,unknown,
453,Untitled record,word_run,word_run,0.5,,50.0,unknown,
454,Untitled record,word_run,word_run,0.7000000000000001,,70.0,unknown,
455,Untitled record,word_run,word_run,2.74,,274.0,unknown,
456,Untitled record,word_run,word_run,2.58,,258.0,unknown,
457,Untitled record,word_run,word_run,1.94,,194.0,unknown,
458,Untitled record,word_run,word_run,0.4299999999999999,,43.0,unknown,
459,Untitled record,word_run,word_run,0.49,,49.0,unknown,
460,Untitled record,word_run,word_run,1.28,,128.0,unknown,
461,Election Update,excel,Politics,4.0,34.0,34.0,unknown,2026.0
462,AI Market Growth,excel,Business,7.0,28.0,28.0,unknown,2026.0
463,Sports Highlights,excel,Sports,5.0,19.0,19.0,unknown,2026.0
464,Climate Policy Shift,excel,Politics,3.0,23.0,23.0,unknown,2026.0
465,Café Culture Trends,excel,Culture,6.0,14.0,14.0,unknown,2026.0
466,München Startup Round,excel,Technology,8.0,17.0,17.0,unknown,2026.0
467,Žurnal Election Pulse,excel,Politics,5.0,21.0,21.0,unknown,2026.0
468,Streaming Rights Watch,excel,Business,4.0,26.0,26.0,unknown,2026.0
469,Weekend Match Buzz,excel,Sports,7.0,31.0,31.0,unknown,2026.0
470,Inflation Briefing,excel,Business,2.0,22.0,22.0,unknown,2026.0
471,Untitled record,excel_summary,excel_summary,0.15,,15.0,unknown,
472,Untitled record,encoding_test,encoding_test,3.0,,300.0,unknown,
473,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
474,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
475,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
476,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
477,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
478,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
479,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
480,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
481,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
482,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
483,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
484,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
485,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
486,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
487,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
488,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
489,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
490,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
491,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
492,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
493,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
494,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
495,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
496,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
497,Untitled record,scraped_html,scraped_html,0.15,,15.0,unknown,
498,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
499,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
500,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
501,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
502,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
503,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
504,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
505,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
506,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
507,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
508,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
509,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
510,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
511,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
512,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
513,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
514,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
515,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
516,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
517,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
518,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
519,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
520,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
521,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
522,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
523,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
524,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
525,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
526,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
527,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
528,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
529,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
530,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
531,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
532,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
533,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
534,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
535,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
536,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
537,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
538,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
539,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
540,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
541,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
542,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
543,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
544,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
545,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
546,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
547,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
548,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
549,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
550,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
551,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
552,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
553,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
554,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
555,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
556,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
557,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
558,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
559,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
560,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
561,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
562,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
563,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
564,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
565,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
566,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
567,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
568,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
569,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
570,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
571,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
572,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
573,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
574,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
575,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
576,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
577,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
578,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
579,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
580,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
581,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
582,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
583,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
584,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
585,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
586,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
587,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
588,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
589,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
590,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
591,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
592,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
593,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
594,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
595,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
596,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
597,Untitled record,scraped_html_paginated,scraped_html_paginated,0.15,,15.0,unknown,
598,The King's Speech,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
599,Inception,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
600,The Social Network,scraped_json_api,scraped_json_api,0.18,,18.0,unknown,
601,The Fighter,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
602,Toy Story 3,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
603,Alice in Wonderland,scraped_json_api,scraped_json_api,0.19,,19.0,unknown,
604,Black Swan,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
605,In a Better World,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
606,The Lost Thing,scraped_json_api,scraped_json_api,0.14,,14.0,unknown,
607,God of Love,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
608,The Wolfman,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
609,Strangers No More,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
610,Inside Job,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
611,The Artist,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
612,Hugo,scraped_json_api,scraped_json_api,0.04,,4.0,unknown,
613,The Iron Lady,scraped_json_api,scraped_json_api,0.13,,13.0,unknown,
614,The Descendants,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
615,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,0.31,,31.0,unknown,
616,Midnight in Paris,scraped_json_api,scraped_json_api,0.17,,17.0,unknown,
617,The Help,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
618,A Separation,scraped_json_api,scraped_json_api,0.12,,12.0,unknown,
619,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,0.49,,49.0,unknown,
620,The Shore,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
621,Undefeated,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
622,The Muppets,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
623,Saving Face,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
624,Beginners,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
625,Rango,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
626,Argo,scraped_json_api,scraped_json_api,0.04,,4.0,unknown,
627,Life of Pi,scraped_json_api,scraped_json_api,0.1,,10.0,unknown,
628,Les Misérables,scraped_json_api,scraped_json_api,0.14,,14.0,unknown,
629,Lincoln,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
630,Django Unchained,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
631,Skyfall,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
632,Silver Linings Playbook,scraped_json_api,scraped_json_api,0.2299999999999999,,23.0,unknown,
633,Zero Dark Thirty,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
634,Amour,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
635,Anna Karenina,scraped_json_api,scraped_json_api,0.13,,13.0,unknown,
636,Paperman,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
637,Brave,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
638,Searching for Sugar Man,scraped_json_api,scraped_json_api,0.2299999999999999,,23.0,unknown,
639,Inocente,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
640,Curfew,scraped_json_api,scraped_json_api,0.06,,6.0,unknown,
641,12 Years a Slave,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
642,Gravity,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
643,Dallas Buyers Club,scraped_json_api,scraped_json_api,0.18,,18.0,unknown,
644,Frozen,scraped_json_api,scraped_json_api,0.06,,6.0,unknown,
645,The Great Gatsby,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
646,Her,scraped_json_api,scraped_json_api,0.03,,3.0,unknown,
647,Blue Jasmine,scraped_json_api,scraped_json_api,0.12,,12.0,unknown,
648,Mr Hublot,scraped_json_api,scraped_json_api,0.09,,9.0,unknown,
649,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,0.41,,41.0,unknown,
650,Helium,scraped_json_api,scraped_json_api,0.06,,6.0,unknown,
651,The Great Beauty,scraped_json_api,scraped_json_api,0.16,,16.0,unknown,
652,20 Feet from Stardom,scraped_json_api,scraped_json_api,0.2,,20.0,unknown,
653,Birdman,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
654,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,0.24,,24.0,unknown,
655,Whiplash,scraped_json_api,scraped_json_api,0.08,,8.0,unknown,
656,The Imitation Game,scraped_json_api,scraped_json_api,0.18,,18.0,unknown,
657,American Sniper,scraped_json_api,scraped_json_api,0.15,,15.0,unknown,
658,Boyhood,scraped_json_api,scraped_json_api,0.07,,7.0,unknown,
659,Interstellar,scraped_json_api,scraped_json_api,0.12,,12.0,unknown,
660,The Theory of Everything,scraped_json_api,scraped_json_api,0.24,,24.0,unknown,
661,Ida,scraped_json_api,scraped_json_api,0.03,,3.0,unknown,
662,Selma,scraped_json_api,scraped_json_api,0.05,,5.0,unknown,
663,Citizenfour,scraped_json_api,scraped_json_api,0.1099999999999999,,11.0,unknown,
