record_id,title,document_type,category,source_name,rating_score,language,content_length,published_year
300,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
301,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
302,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
303,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
304,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
305,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
306,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
307,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
308,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
309,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
310,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
311,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
312,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
313,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
314,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
315,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
316,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
317,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
318,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
319,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
320,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
321,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
322,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
323,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
324,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
325,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
326,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
327,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
328,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
329,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
330,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
331,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
332,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
333,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
334,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
335,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
336,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
337,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
338,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
339,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
340,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
341,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
342,The King's Speech,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
343,Inception,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
344,The Social Network,scraped_json_api,scraped_json_api,unknown,0.18,unknown,18,
345,The Fighter,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
346,Toy Story 3,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
347,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,0.19,unknown,19,
348,Black Swan,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
349,In a Better World,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
350,The Lost Thing,scraped_json_api,scraped_json_api,unknown,0.14,unknown,14,
351,God of Love,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
352,The Wolfman,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
353,Strangers No More,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
354,Inside Job,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
355,The Artist,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
356,Hugo,scraped_json_api,scraped_json_api,unknown,0.04,unknown,4,
357,The Iron Lady,scraped_json_api,scraped_json_api,unknown,0.13,unknown,13,
358,The Descendants,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
359,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,0.31,unknown,31,
360,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
361,The Help,scraped_json_api,scraped_json_api,unknown,0.08,unknown,8,
362,A Separation,scraped_json_api,scraped_json_api,unknown,0.12,unknown,12,
363,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,unknown,0.49,unknown,49,
364,The Shore,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
365,Undefeated,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
366,The Muppets,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
367,Saving Face,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
368,Beginners,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
369,Rango,scraped_json_api,scraped_json_api,unknown,0.05,unknown,5,
370,Argo,scraped_json_api,scraped_json_api,unknown,0.04,unknown,4,
371,Life of Pi,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
372,Les Misérables,scraped_json_api,scraped_json_api,unknown,0.14,unknown,14,
373,Lincoln,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
374,Django Unchained,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
375,Skyfall,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
376,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,0.2299999999999999,unknown,23,
377,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
378,Amour,scraped_json_api,scraped_json_api,unknown,0.05,unknown,5,
379,Anna Karenina,scraped_json_api,scraped_json_api,unknown,0.13,unknown,13,
380,Paperman,scraped_json_api,scraped_json_api,unknown,0.08,unknown,8,
381,Brave,scraped_json_api,scraped_json_api,unknown,0.05,unknown,5,
382,Searching for Sugar Man,scraped_json_api,scraped_json_api,unknown,0.2299999999999999,unknown,23,
383,Inocente,scraped_json_api,scraped_json_api,unknown,0.08,unknown,8,
384,Curfew,scraped_json_api,scraped_json_api,unknown,0.06,unknown,6,
385,12 Years a Slave,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
386,Gravity,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
387,Dallas Buyers Club,scraped_json_api,scraped_json_api,unknown,0.18,unknown,18,
388,Frozen,scraped_json_api,scraped_json_api,unknown,0.06,unknown,6,
389,The Great Gatsby,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
390,Her,scraped_json_api,scraped_json_api,unknown,0.03,unknown,3,
391,Blue Jasmine,scraped_json_api,scraped_json_api,unknown,0.12,unknown,12,
392,Mr Hublot,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
393,The Lady in Number 6: Music Saved My Life,scraped_json_api,scraped_json_api,unknown,0.41,unknown,41,
394,Helium,scraped_json_api,scraped_json_api,unknown,0.06,unknown,6,
395,The Great Beauty,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
396,20 Feet from Stardom,scraped_json_api,scraped_json_api,unknown,0.2,unknown,20,
397,Birdman,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
398,The Grand Budapest Hotel,scraped_json_api,scraped_json_api,unknown,0.24,unknown,24,
399,Whiplash,scraped_json_api,scraped_json_api,unknown,0.08,unknown,8,
400,The Imitation Game,scraped_json_api,scraped_json_api,unknown,0.18,unknown,18,
401,American Sniper,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
402,Boyhood,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
403,Interstellar,scraped_json_api,scraped_json_api,unknown,0.12,unknown,12,
404,The Theory of Everything,scraped_json_api,scraped_json_api,unknown,0.24,unknown,24,
405,Ida,scraped_json_api,scraped_json_api,unknown,0.03,unknown,3,
406,Selma,scraped_json_api,scraped_json_api,unknown,0.05,unknown,5,
407,Citizenfour,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
408,Big Hero 6,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
409,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api,unknown,0.32,unknown,32,
410,The Phone Call,scraped_json_api,scraped_json_api,unknown,0.14,unknown,14,
411,Still Alice,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
412,Feast,scraped_json_api,scraped_json_api,unknown,0.05,unknown,5,
413,Spotlight  ,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
414,Mad Max: Fury Road ,scraped_json_api,scraped_json_api,unknown,0.19,unknown,19,
415,The Revenant   ,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
416,Bridge of Spies,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
417,The Big Short  ,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
418,The Danish Girl,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
419,Room   ,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
420,Ex Machina ,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
421,The Hateful Eight  ,scraped_json_api,scraped_json_api,unknown,0.19,unknown,19,
422,Inside Out ,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
423,Amy,scraped_json_api,scraped_json_api,unknown,0.03,unknown,3,
424,Bear Story ,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
425,A Girl in the River: The Price of Forgiveness  ,scraped_json_api,scraped_json_api,unknown,0.47,unknown,47,
426,Son of Saul,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
427,Spectre,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
428,Stutterer  ,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
429,Untitled record,ocr_image,ocr_image,unknown,8.43,unknown,843,
430,Untitled record,ocr_pdf,ocr_pdf,unknown,10.0,unknown,1024,
431,Untitled record,ocr_pdf,ocr_pdf,unknown,8.81,unknown,881,
432,Oklahoma Considers Using Aerial Photography to Assess Property Taxes Without Inspections,json,json,PetaPixel,1.84,unknown,184,
433,SoftServe Launches New Brand Identity: ‘Technology Elevated’,json,json,Financial Post,2.6,unknown,260,
434,Billions Lost to Server Outages in 2025: Cloud Failures Cost Global Economy Hundreds of Billions,json,json,Ibtimes.com.au,2.6,unknown,260,
435,Ray Dalio says we're in a world war — and it's only just beginning,json,json,Business Insider,1.42,unknown,142,
436,Amazon Deals of the Day: Put a Samsung Galaxy Watch 8 on Your Wrist for $60 Off,json,json,CNET,1.24,unknown,124,
437,SoftServe Launches New Brand Identity: ‘Technology Elevated’,json,json,GlobeNewswire,0.67,unknown,67,
438,F-35 Got Hit,json,json,Shatterbelt.co,2.6,unknown,260,
439,IBFD and Vrije Universiteit Amsterdam Announce Launch of an Online Tax & Technology Certificate Programme,json,json,GlobeNewswire,2.6,unknown,260,
440,"ANSR Announces Launch of ANSR MedTech, a Global Capability Center for High-Growth MedTech Leader",json,json,GlobeNewswire,2.6,unknown,260,
441,JFE Engineering Corp invests ₹128 cr in 2 projects of Antony Waste Handling Cell in AP,json,json,BusinessLine,1.7100000000000002,unknown,171,
442,GILDA Blu-ray Review: The Atypical Noir Gets a Fresh Restoration,json,json,Screenanarchy.com,2.6,unknown,260,
443,India no longer interested in hosting COP33 climate event in 2028,json,json,The Indian Express,1.35,unknown,135,
444,New Yorkers Like What They See From Mamdani So Far,json,json,New York Magazine,1.57,unknown,157,
445,Readers Write: Chatbots Are Repeating a Familiar Healthcare Mistake,json,json,Histalk2.com,0.76,unknown,76,
446,Apple's Three-Year Plan to 'Reinvent' the iPhone is Underway,json,json,MacRumors,2.6,unknown,260,
447,Untitled record,pdf,pdf,unknown,10.0,unknown,1019,
448,Untitled record,pdf,pdf,unknown,2.83,unknown,283,
449,Untitled record,pdf_two_column,pdf_two_column,unknown,10.0,unknown,2124,
450,Untitled record,pdf_two_column,pdf_two_column,unknown,3.6,unknown,360,
451,Untitled record,word,word,unknown,10.0,unknown,1080,
452,Untitled record,word_two_column,word_two_column,unknown,10.0,unknown,1877,
453,Untitled record,word_run,word_run,unknown,0.5,unknown,50,
454,Untitled record,word_run,word_run,unknown,0.7000000000000001,unknown,70,
455,Untitled record,word_run,word_run,unknown,2.74,unknown,274,
456,Untitled record,word_run,word_run,unknown,2.58,unknown,258,
457,Untitled record,word_run,word_run,unknown,1.94,unknown,194,
458,Untitled record,word_run,word_run,unknown,0.4299999999999999,unknown,43,
459,Untitled record,word_run,word_run,unknown,0.49,unknown,49,
460,Untitled record,word_run,word_run,unknown,1.28,unknown,128,
461,Election Update,excel,Politics,BBC,4.0,unknown,15,2026.0
462,AI Market Growth,excel,Business,Reuters,7.0,unknown,16,2026.0
463,Sports Highlights,excel,Sports,CNN,5.0,unknown,17,2026.0
464,Climate Policy Shift,excel,Politics,AP,3.0,unknown,20,2026.0
465,Café Culture Trends,excel,Culture,Le Monde,6.0,unknown,19,2026.0
466,München Startup Round,excel,Technology,DW,8.0,unknown,21,2026.0
467,Žurnal Election Pulse,excel,Politics,Žurnal,5.0,unknown,21,2026.0
468,Streaming Rights Watch,excel,Business,Financial Times,4.0,unknown,22,2026.0
469,Weekend Match Buzz,excel,Sports,ESPN,7.0,unknown,18,2026.0
470,Inflation Briefing,excel,Business,Al Jazeera,2.0,unknown,18,2026.0
471,Untitled record,excel_summary,excel_summary,unknown,0.15,unknown,15,
472,Untitled record,encoding_test,encoding_test,unknown,3.0,unknown,300,
473,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
474,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
475,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
476,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
477,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
478,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
479,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
480,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
481,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
482,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
483,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
484,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
485,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
486,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
487,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
488,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
489,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
490,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
491,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
492,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
493,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
494,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
495,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
496,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
497,Untitled record,scraped_html,scraped_html,unknown,0.15,unknown,15,
498,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
499,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
500,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
501,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
502,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
503,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
504,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
505,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
506,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
507,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
508,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
509,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
510,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
511,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
512,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
513,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
514,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
515,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
516,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
517,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
518,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
519,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
520,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
521,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
522,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
523,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
524,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
525,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
526,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
527,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
528,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
529,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
530,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
531,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
532,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
533,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
534,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
535,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
536,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
537,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
538,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
539,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
540,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
541,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
542,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
543,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
544,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
545,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
546,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
547,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
548,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
549,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
550,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
551,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
552,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
553,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
554,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
555,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
556,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
557,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
558,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
559,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
560,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
561,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
562,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
563,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
564,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
565,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
566,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
567,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
568,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
569,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
570,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
571,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
572,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
573,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
574,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
575,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
576,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
577,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
578,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
579,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
580,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
581,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
582,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
583,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
584,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
585,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
586,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
587,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
588,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
589,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
590,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
591,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
592,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
593,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
594,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
595,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
596,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
597,Untitled record,scraped_html_paginated,scraped_html_paginated,unknown,0.15,unknown,15,
598,The King's Speech,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
599,Inception,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
600,The Social Network,scraped_json_api,scraped_json_api,unknown,0.18,unknown,18,
601,The Fighter,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
602,Toy Story 3,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
603,Alice in Wonderland,scraped_json_api,scraped_json_api,unknown,0.19,unknown,19,
604,Black Swan,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
605,In a Better World,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
606,The Lost Thing,scraped_json_api,scraped_json_api,unknown,0.14,unknown,14,
607,God of Love,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
608,The Wolfman,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
609,Strangers No More,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
610,Inside Job,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
611,The Artist,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
612,Hugo,scraped_json_api,scraped_json_api,unknown,0.04,unknown,4,
613,The Iron Lady,scraped_json_api,scraped_json_api,unknown,0.13,unknown,13,
614,The Descendants,scraped_json_api,scraped_json_api,unknown,0.15,unknown,15,
615,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api,unknown,0.31,unknown,31,
616,Midnight in Paris,scraped_json_api,scraped_json_api,unknown,0.17,unknown,17,
617,The Help,scraped_json_api,scraped_json_api,unknown,0.08,unknown,8,
618,A Separation,scraped_json_api,scraped_json_api,unknown,0.12,unknown,12,
619,The Fantastic Flying Books of Mr. Morris Lessmore,scraped_json_api,scraped_json_api,unknown,0.49,unknown,49,
620,The Shore,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
621,Undefeated,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
622,The Muppets,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
623,Saving Face,scraped_json_api,scraped_json_api,unknown,0.1099999999999999,unknown,11,
624,Beginners,scraped_json_api,scraped_json_api,unknown,0.09,unknown,9,
625,Rango,scraped_json_api,scraped_json_api,unknown,0.05,unknown,5,
626,Argo,scraped_json_api,scraped_json_api,unknown,0.04,unknown,4,
627,Life of Pi,scraped_json_api,scraped_json_api,unknown,0.1,unknown,10,
628,Les Misérables,scraped_json_api,scraped_json_api,unknown,0.14,unknown,14,
629,Lincoln,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
630,Django Unchained,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
631,Skyfall,scraped_json_api,scraped_json_api,unknown,0.07,unknown,7,
632,Silver Linings Playbook,scraped_json_api,scraped_json_api,unknown,0.2299999999999999,unknown,23,
633,Zero Dark Thirty,scraped_json_api,scraped_json_api,unknown,0.16,unknown,16,
