record_id,source_name,author,title,description,url,publishedAt,source_path,fetched_at,version,document_type,file_name,page_number,extraction_timestamp,extraction_library,text,tables,id,category,published_date,mentions,sentiment_score,sheet_name,Metric,Total Articles,Total Mentions,Average Mentions,Average Sentiment,Highest Mentions,Politics Articles,Business Articles,paragraph_number,run_number,bold,italic,underline,preview_text,name,year,wins,losses,nominations,awards,best_picture,raw_text,processed_text,content_text,language,published_year,content_length,title_length,rating_score,overview,genres,popularity,release_date,release_year,original_language,vote_average,vote_count,title_year_parentheses,title_any_year
666,unknown,,The Phone Call,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2014,2026-04-09 15:22:02.991,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:00.382463,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2014.0,,,1.0,1.0,False,,,The Phone Call,unknown,,14,14,0.14,The Phone Call,scraped_json_api,14.0,,,unknown,0.14,1.0,,
671,unknown,,The Revenant   ,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2015,2026-04-09 15:22:03.000,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:02.857594,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2015.0,,,12.0,3.0,False,,,The Revenant   ,unknown,,15,15,0.15,The Revenant   ,scraped_json_api,15.0,,,unknown,0.15,1.0,,
673,unknown,,The Big Short  ,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2015,2026-04-09 15:22:03.001,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:02.857598,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2015.0,,,5.0,1.0,False,,,The Big Short  ,unknown,,15,15,0.15,The Big Short  ,scraped_json_api,15.0,,,unknown,0.15,1.0,,
674,unknown,,The Danish Girl,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2015,2026-04-09 15:22:03.003,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:02.857600,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2015.0,,,4.0,1.0,False,,,The Danish Girl,unknown,,15,15,0.15,The Danish Girl,scraped_json_api,15.0,,,unknown,0.15,1.0,,
677,unknown,,The Hateful Eight  ,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2015,2026-04-09 15:22:03.006,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:02.857614,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2015.0,,,2.0,1.0,False,,,The Hateful Eight  ,unknown,,19,19,0.19,The Hateful Eight  ,scraped_json_api,19.0,,,unknown,0.19,1.0,,
698,Chicago Reader,Leor Galil,The Chicago underground rock community grieves engineer Simon Small,"Around a year into the pandemic, Into It. Over It. main man Evan Weiss got a message from UK musician and recording engineer Simon Small. Weiss knew Small casually. They’d met in the 2010s at Fest, an annual multiday punk gathering in Gainesville, Florida, wh…",http://chicagoreader.com/music/music-feature/simon-small-obituary-recording-engineer-type-one-sarah-bogosh/,2026-04-08T15:38:37Z,news_page_3.json,2026-04-09 15:51:38.015,1.0,json,news_page_3.json,,,,,,,json,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Around a year into the pandemic, Into It. Over It. main man Evan Weiss got a message from UK musician and recording engineer Simon Small. Weiss knew Small casually. They’d met in the 2010s at Fest, an annual multiday punk gathering in Gainesville, Florida, wh…",unknown,,260,67,2.6,"Around a year into the pandemic, Into It. Over It. main man Evan Weiss got a message from UK musician and recording engineer Simon Small. Weiss knew Small casually. They’d met in the 2010s at Fest, an annual multiday punk gathering in Gainesville, Florida, wh…",json,260.0,,,unknown,2.6,1.0,,
854,unknown,,The King's Speech,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2010,2026-04-09 15:52:08.952,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:51:56.170784,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2010.0,,,12.0,4.0,True,,,The King's Speech,unknown,,17,17,0.17,The King's Speech,scraped_json_api,17.0,,,unknown,0.17,1.0,,
856,unknown,,The Social Network,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2010,2026-04-09 15:52:08.954,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:51:56.170807,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2010.0,,,8.0,3.0,False,,,The Social Network,unknown,,18,18,0.18,The Social Network,scraped_json_api,18.0,,,unknown,0.18,1.0,,
857,unknown,,The Fighter,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2010,2026-04-09 15:52:08.955,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:51:56.170811,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2010.0,,,7.0,2.0,False,,,The Fighter,unknown,,11,11,0.1099999999999999,The Fighter,scraped_json_api,11.0,,,unknown,0.1099999999999999,1.0,,
862,unknown,,The Lost Thing,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2010,2026-04-09 15:52:08.957,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:51:56.170830,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2010.0,,,1.0,1.0,False,,,The Lost Thing,unknown,,14,14,0.14,The Lost Thing,scraped_json_api,14.0,,,unknown,0.14,1.0,,
